team_id,name,class,region,reference_class,reference_region,state_rank,prior_record,snapshot_record,games_counted,cutoff,ledger_status,internal_consistency,external_verification,source_links,correction_made,unresolved_issue
mount-olive,Mount Olive Attendance Center,1A,7,1A,7,214,,0-1,1,2026-09-02T20:30:00-05:00,counted games consistent; unresolved listings not recorded in this legacy snapshot,PASS,"NOT_PERFORMED: MHSAA, MaxPreps and AHSFHS were unreachable from the build environment",https://scores.misshsaa.com/ https://www.misshsaa.com/2024/11/19/2025-27-football-regions/ https://www.maxpreps.com/ms/football/rankings/1/,,
west-lowndes,West Lowndes High School,1A,3,1A,3,215,,0-1,1,2026-09-02T20:30:00-05:00,counted games consistent; unresolved listings not recorded in this legacy snapshot,PASS,"NOT_PERFORMED: MHSAA, MaxPreps and AHSFHS were unreachable from the build environment",https://scores.misshsaa.com/ https://www.misshsaa.com/2024/11/19/2025-27-football-regions/ https://www.maxpreps.com/ms/football/rankings/1/,,
resurrection,Resurrection,1A,8,1A,8,216,,0-1,1,2026-09-02T20:30:00-05:00,counted games consistent; unresolved listings not recorded in this legacy snapshot,PASS,"NOT_PERFORMED: MHSAA, MaxPreps and AHSFHS were unreachable from the build environment",https://scores.misshsaa.com/ https://www.misshsaa.com/2024/11/19/2025-27-football-regions/ https://www.maxpreps.com/ms/football/rankings/1/,,
puckett,Puckett Attendance Center,2A,5,2A,5,217,,0-1,1,2026-09-02T20:30:00-05:00,counted games consistent; unresolved listings not recorded in this legacy snapshot,PASS,"NOT_PERFORMED: MHSAA, MaxPreps and AHSFHS were unreachable from the build environment",https://scores.misshsaa.com/ https://www.misshsaa.com/2024/11/19/2025-27-football-regions/ https://www.maxpreps.com/ms/football/rankings/1/,,
riverside,Riverside High School,1A,6,1A,6,218,,0-1,1,2026-09-02T20:30:00-05:00,counted games consistent; unresolved listings not recorded in this legacy snapshot,PASS,"NOT_PERFORMED: MHSAA, MaxPreps and AHSFHS were unreachable from the build environment",https://scores.misshsaa.com/ https://www.misshsaa.com/2024/11/19/2025-27-football-regions/ https://www.maxpreps.com/ms/football/rankings/1/,,
mcadams,McAdams Attendance Center,1A,5,1A,5,219,,0-1,1,2026-09-02T20:30:00-05:00,counted games consistent; unresolved listings not recorded in this legacy snapshot,PASS,"NOT_PERFORMED: MHSAA, MaxPreps and AHSFHS were unreachable from the build environment",https://scores.misshsaa.com/ https://www.misshsaa.com/2024/11/19/2025-27-football-regions/ https://www.maxpreps.com/ms/football/rankings/1/,,
palmer,M. S. Palmer High School,2A,3,2A,3,220,,0-1,1,2026-09-02T20:30:00-05:00,counted games consistent; unresolved listings not recorded in this legacy snapshot,PASS,"NOT_PERFORMED: MHSAA, MaxPreps and AHSFHS were unreachable from the build environment",https://scores.misshsaa.com/ https://www.misshsaa.com/2024/11/19/2025-27-football-regions/ https://www.maxpreps.com/ms/football/rankings/1/,,
shaw,Shaw High School,1A,6,1A,6,221,,0-1,1,2026-09-02T20:30:00-05:00,counted games consistent; unresolved listings not recorded in this legacy snapshot,PASS,"NOT_PERFORMED: MHSAA, MaxPreps and AHSFHS were unreachable from the build environment",https://scores.misshsaa.com/ https://www.misshsaa.com/2024/11/19/2025-27-football-regions/ https://www.maxpreps.com/ms/football/rankings/1/,,
east-union,East Union Attendance Center,2A,2,2A,2,222,,0-1,1,2026-09-02T20:30:00-05:00,counted games consistent; unresolved listings not recorded in this legacy snapshot,PASS,"NOT_PERFORMED: MHSAA, MaxPreps and AHSFHS were unreachable from the build environment",https://scores.misshsaa.com/ https://www.misshsaa.com/2024/11/19/2025-27-football-regions/ https://www.maxpreps.com/ms/football/rankings/1/,,
west-bolivar,West Bolivar High School,1A,6,1A,6,223,,0-1,1,2026-09-02T20:30:00-05:00,counted games consistent; unresolved listings not recorded in this legacy snapshot,PASS,"NOT_PERFORMED: MHSAA, MaxPreps and AHSFHS were unreachable from the build environment",https://scores.misshsaa.com/ https://www.misshsaa.com/2024/11/19/2025-27-football-regions/ https://www.maxpreps.com/ms/football/rankings/1/,,
west-lincoln,West Lincoln School,1A,7,1A,7,224,,0-1,1,2026-09-02T20:30:00-05:00,counted games consistent; unresolved listings not recorded in this legacy snapshot,PASS,"NOT_PERFORMED: MHSAA, MaxPreps and AHSFHS were unreachable from the build environment",https://scores.misshsaa.com/ https://www.misshsaa.com/2024/11/19/2025-27-football-regions/ https://www.maxpreps.com/ms/football/rankings/1/,,
ashland,Ashland Middle-High School,1A,2,1A,2,225,,0-1,1,2026-09-02T20:30:00-05:00,counted games consistent; unresolved listings not recorded in this legacy snapshot,PASS,"NOT_PERFORMED: MHSAA, MaxPreps and AHSFHS were unreachable from the build environment",https://scores.misshsaa.com/ https://www.misshsaa.com/2024/11/19/2025-27-football-regions/ https://www.maxpreps.com/ms/football/rankings/1/,,
